title_system,web_link
De_Ombudsman,https://nl.wikipedia.org/wiki/De_Ombudsman#Stichting_De_Ombudsman
Ayrton_Senna,https://nl.wikipedia.org/wiki/Ayrton_Senna
Nederlandse_Voedsel__en_Warenautoriteit,https://nl.wikipedia.org/wiki/Nederlandse_Voedsel-_en_Warenautoriteit
Microscoop,https://nl.wikipedia.org/wiki/Microscoop
Frans_Guyana,https://nl.wikipedia.org/wiki/Frans-Guyana
Shell_(bedrijf),https://nl.wikipedia.org/wiki/Shell_(bedrijf)
World_Trade_Centers_Association,https://nl.wikipedia.org/wiki/World_Trade_Centers_Association
Organisatie_voor_Veiligheid_en_Samenwerking_in_Europa,https://nl.wikipedia.org/wiki/Organisatie_voor_Veiligheid_en_Samenwerking_in_Europa
Fast_moving_consumer_goods,https://nl.wikipedia.org/wiki/Fast-moving_consumer_goods
Radioactiviteit,https://nl.wikipedia.org/wiki/Radioactiviteit
Multiple_sclerose,https://nl.wikipedia.org/wiki/Multiple_sclerose
Auteurswet_(Nederlandse_wet),https://nl.wikipedia.org/wiki/Auteurswet_(Nederlandse_wet)
Deviezen,https://nl.wikipedia.org/wiki/Deviezen
Yelü_Dashi,https://nl.wikipedia.org/wiki/Yel%C3%BC_Dashi
S_Bahn_van_Berlijn,https://nl.wikipedia.org/wiki/S-Bahn_van_Berlijn
Stripfiguur,https://nl.wikipedia.org/wiki/Stripfiguur
Ethiopië,https://nl.wikipedia.org/wiki/Ethiopi%C3%AB
Koude_Oorlog,https://nl.wikipedia.org/wiki/Koude_Oorlog
Tijdzone,https://nl.wikipedia.org/wiki/Tijdzone
Klassieke_talen,https://nl.wikipedia.org/wiki/Klassieke_talen
Maybach,https://nl.wikipedia.org/wiki/Maybach
Stilistiek,https://nl.wikipedia.org/wiki/Stilistiek
Olympus_Mons,https://nl.wikipedia.org/wiki/Olympus_Mons
Bathildis_van_Schaumburg_Lippe_(1873_1962),https://nl.wikipedia.org/wiki/Bathildis_van_Schaumburg-Lippe_(1873-1962)
Women's_Tennis_Association,https://nl.wikipedia.org/wiki/Women%27s_Tennis_Association
Theorie,https://nl.wikipedia.org/wiki/Theorie
Zwitserse_gemeente,https://nl.wikipedia.org/wiki/Zwitserse_gemeente
Visual_effects,https://nl.wikipedia.org/wiki/Visual_effects
Fractie_(politiek),https://nl.wikipedia.org/wiki/Fractie_(politiek)
K2,https://nl.wikipedia.org/wiki/K2
Paardenkracht,https://nl.wikipedia.org/wiki/Paardenkracht
UNESCO,https://nl.wikipedia.org/wiki/UNESCO
Uitvoeringsinstituut_Werknemersverzekeringen,https://nl.wikipedia.org/wiki/Uitvoeringsinstituut_Werknemersverzekeringen
Geschiedenis_van_Rotterdam,https://nl.wikipedia.org/wiki/Geschiedenis_van_Rotterdam
Koninklijke_Belgische_Voetbalbond,https://nl.wikipedia.org/wiki/Koninklijke_Belgische_Voetbalbond
Partij_van_de_Arbeid_(Nederland),https://nl.wikipedia.org/wiki/Partij_van_de_Arbeid_(Nederland)
Aanbesteding,https://nl.wikipedia.org/wiki/Aanbesteding
Mark_Rutte,https://nl.wikipedia.org/wiki/Mark_Rutte
International_Union_for_Conservation_of_Nature_and_Natural_Resources,https://nl.wikipedia.org/wiki/International_Union_for_Conservation_of_Nature_and_Natural_Resources
Staatsbedrijf,https://nl.wikipedia.org/wiki/Staatsbedrijf
International_Nomenclature_of_Cosmetic_Ingredients,https://nl.wikipedia.org/wiki/International_Nomenclature_of_Cosmetic_Ingredients
Pannenkoek,https://nl.wikipedia.org/wiki/Pannenkoek
American_Broadcasting_Company,https://nl.wikipedia.org/wiki/American_Broadcasting_Company
Barack_Obama,https://nl.wikipedia.org/wiki/Barack_Obama
Marvel_Cinematic_Universe,https://nl.wikipedia.org/wiki/Marvel_Cinematic_Universe
Grote_Oceaan,https://nl.wikipedia.org/wiki/Grote_Oceaan
Ziekenhuis,https://nl.wikipedia.org/wiki/Ziekenhuis
International_Electrotechnical_Commission,https://nl.wikipedia.org/wiki/International_Electrotechnical_Commission
Vergif,https://nl.wikipedia.org/wiki/Vergif
Christophorus_Buys_Ballot,https://nl.wikipedia.org/wiki/Christophorus_Buys_Ballot
SBS6,https://nl.wikipedia.org/wiki/SBS6
De_Nederlandsche_Bank,https://nl.wikipedia.org/wiki/De_Nederlandsche_Bank
Wet_inkomstenbelasting_2001,https://nl.wikipedia.org/wiki/Wet_inkomstenbelasting_2001
Deutsche_Tourenwagen_Masters,https://nl.wikipedia.org/wiki/Deutsche_Tourenwagen-Masters
Wereld_Esperanto_Jongeren_Organisatie,https://nl.wikipedia.org/wiki/Wereld_Esperanto-Jongeren_Organisatie
Signaal_ruisverhouding,https://nl.wikipedia.org/wiki/Signaal-ruisverhouding
Schatkistpapier,https://nl.wikipedia.org/wiki/Schatkistpapier
Parastatale,https://nl.wikipedia.org/wiki/Parastatale
Wisselkoers,https://nl.wikipedia.org/wiki/Wisselkoers
Industrial_Light_&_Magic,https://nl.wikipedia.org/wiki/Industrial_Light_%26_Magic
Bestek_(bouwkunde),https://nl.wikipedia.org/wiki/Bestek_(bouwkunde)
Werelderfgoedcomité,https://nl.wikipedia.org/wiki/Werelderfgoedcomité
Gaswet_(Nederland),https://nl.wikipedia.org/wiki/Gaswet_(Nederland)
Soapserie,https://nl.wikipedia.org/wiki/Soapserie
Cosun_Beet_Company,https://nl.wikipedia.org/wiki/Cosun_Beet_Company
Verenigd_Koninkrijk,https://nl.wikipedia.org/wiki/Verenigd_Koninkrijk
Retorica,https://nl.wikipedia.org/wiki/Retorica
Ruben_Knab,https://nl.wikipedia.org/wiki/Ruben_Knab
Waterschapsverkiezingen,https://nl.wikipedia.org/wiki/Waterschapsverkiezingen
Datawetenschap,https://nl.wikipedia.org/wiki/Datawetenschap
Organisatie_voor_Economische_Samenwerking_en_Ontwikkeling,https://nl.wikipedia.org/wiki/Organisatie_voor_Economische_Samenwerking_en_Ontwikkeling
Unie_voor_het_Middellandse_Zeegebied,https://nl.wikipedia.org/wiki/Unie_voor_het_Middellandse_Zeegebied
Hogeschool_van_Amsterdam,https://nl.wikipedia.org/wiki/Hogeschool_van_Amsterdam
Ria_Beckers,https://nl.wikipedia.org/wiki/Ria_Beckers
Processor_(computer),https://nl.wikipedia.org/wiki/Processor_(computer)
"Ministerie_van_Landbouw,_Natuur_en_Voedselkwaliteit","https://nl.wikipedia.org/wiki/Ministerie_van_Landbouw,_Natuur_en_Voedselkwaliteit"
Jumbo_Supermarkten,https://nl.wikipedia.org/wiki/Jumbo_Supermarkten
Activision_Blizzard,https://nl.wikipedia.org/wiki/Activision_Blizzard
Surinaams_Olympisch_Comité,https://nl.wikipedia.org/wiki/Surinaams_Olympisch_Comit%C3%A9
Belgisch_Elektrotechnisch_Comité,https://nl.wikipedia.org/wiki/Belgisch_Elektrotechnisch_Comité
Brouwerij_Barbarossa_Groningen,https://nl.wikipedia.org/wiki/Brouwerij_Barbarossa_Groningen
Nederlandse_Adelsvereniging,https://nl.wikipedia.org/wiki/Nederlandse_Adelsvereniging
VN_Milieuprogramma,https://nl.wikipedia.org/wiki/VN-Milieuprogramma
Bliksem,https://nl.wikipedia.org/wiki/Bliksem
Qatar,https://nl.wikipedia.org/wiki/Qatar
Laboratorium_voor_Grondmechanica,https://nl.wikipedia.org/wiki/Laboratorium_voor_Grondmechanica
Intentietremor,https://nl.wikipedia.org/wiki/Intentietremor
Yves_Saint_Laurent_(modeontwerper),https://nl.wikipedia.org/wiki/Yves_Saint_Laurent_(modeontwerper)
MIMO,https://nl.wikipedia.org/wiki/MIMO
Tompoes,https://nl.wikipedia.org/wiki/Tompoes
Consument,https://nl.wikipedia.org/wiki/Consument
Revalidatiecentrum,https://nl.wikipedia.org/wiki/Revalidatiecentrum#Revalidatieteam
Oekraïne,https://nl.wikipedia.org/wiki/Oekraïne
Lijst_van_vindplaatsen_van_fossielen_in_Nederland,https://nl.wikipedia.org/wiki/Lijst_van_vindplaatsen_van_fossielen_in_Nederland
Nederlandsche_Handel_Maatschappij,https://nl.wikipedia.org/wiki/Nederlandsche_Handel-Maatschappij
Spraak,https://nl.wikipedia.org/wiki/Spraak
Executeur,https://nl.wikipedia.org/wiki/Executeur
Hemelpool,https://nl.wikipedia.org/wiki/Hemelpool
Luchtvaartmaatschappij,https://nl.wikipedia.org/wiki/Luchtvaartmaatschappij
ISS_(ruimtestation).,https://nl.wikipedia.org/wiki/Internationaal_ruimtestation_ISS
Caterpillar,https://nl.wikipedia.org/wiki/Caterpillar
ARM_Holdings,https://nl.wikipedia.org/wiki/ARM_Holdings
Biodiesel,https://nl.wikipedia.org/wiki/Biodiesel
Skógar,https://nl.wikipedia.org/wiki/Sk%C3%B3gar
Ion_(deeltje),https://nl.wikipedia.org/wiki/Ion_(deeltje)
Jackblocksysteem,https://nl.wikipedia.org/wiki/Jackblocksysteem
RDW_(Dienst_Wegverkeer),https://nl.wikipedia.org/wiki/RDW_(Dienst_Wegverkeer)
"The_Good,_the_Bad_and_the_Ugly","https://nl.wikipedia.org/wiki/The_Good,_the_Bad_and_the_Ugly"
Bay_Area_Rapid_Transit,https://nl.wikipedia.org/wiki/Bay_Area_Rapid_Transit
Aardas,https://nl.wikipedia.org/wiki/Aardas
Convention_on_the_Conservation_of_Migratory_Species_of_Wild_Animals,https://nl.wikipedia.org/wiki/Convention_on_the_Conservation_of_Migratory_Species_of_Wild_Animals
BMX,https://nl.wikipedia.org/wiki/BMX
Ministerie_van_Justitie_en_Veiligheid,https://nl.wikipedia.org/wiki/Ministerie_van_Justitie_en_Veiligheid
Brood,https://nl.wikipedia.org/wiki/Brood
Zelfstandig_bestuursorgaan,https://nl.wikipedia.org/wiki/Zelfstandig_bestuursorgaan
Omzetbelasting,https://nl.wikipedia.org/wiki/Omzetbelasting
PSV_(voetbalclub),https://nl.wikipedia.org/wiki/PSV_(voetbalclub)
Steve_Jobs,https://nl.wikipedia.org/wiki/Steve_Jobs
Frequentiemodulatie,https://nl.wikipedia.org/wiki/Frequentiemodulatie
Wim_Helsen,https://nl.wikipedia.org/wiki/Wim_Helsen
Desmond_Tutu,https://nl.wikipedia.org/wiki/Desmond_Tutu
E.T._the_Extra_Terrestrial,https://nl.wikipedia.org/wiki/E.T._the_Extra-Terrestrial
Wet,https://nl.wikipedia.org/wiki/Wet
Florent_Sinama_Pongolle,https://nl.wikipedia.org/wiki/Florent_Sinama-Pongolle
Impulsiviteit,https://nl.wikipedia.org/wiki/Impulsiviteit
Honeywell,https://nl.wikipedia.org/wiki/Honeywell
Región_Metropolitana_de_Santiago,https://nl.wikipedia.org/wiki/Regi%C3%B3n_Metropolitana_de_Santiago
Virus_(biologie),https://nl.wikipedia.org/wiki/Virus_(biologie)
Cognitieve_therapie,https://nl.wikipedia.org/wiki/Cognitieve_therapie
Familie_(biologie),https://nl.wikipedia.org/wiki/Familie_(biologie)
Koninklijke_Luchtvaart_Maatschappij,https://nl.wikipedia.org/wiki/Koninklijke_Luchtvaart_Maatschappij
Martinique,https://nl.wikipedia.org/wiki/Martinique
Ionotrope_receptor,https://nl.wikipedia.org/wiki/Ionotrope_receptor
Hondenfluitje,https://nl.wikipedia.org/wiki/Hondenfluitje
Patrick_Bernardini,https://nl.wikipedia.org/wiki/Patrick_Bernardini
Massachusetts_Institute_of_Technology,https://nl.wikipedia.org/wiki/Massachusetts_Institute_of_Technology
Dance_Dance_Dance_(televisieprogramma),https://nl.wikipedia.org/wiki/Dance_Dance_Dance_(televisieprogramma)
Verdrag,https://nl.wikipedia.org/wiki/Verdrag#Multilateraal_verdrag
Aziatische_Tijgers,https://nl.wikipedia.org/wiki/Aziatische_Tijgers
Ecocide,https://nl.wikipedia.org/wiki/Ecocide
World_Trade_Center_(1973_2001),https://nl.wikipedia.org/wiki/World_Trade_Center_(1973-2001)
Gamma_uil,https://nl.wikipedia.org/wiki/Gamma-uil
De_Hoop_(Zierikzee),https://nl.wikipedia.org/wiki/De_Hoop_(Zierikzee)
Vliegbasis_Eindhoven,https://nl.wikipedia.org/wiki/Vliegbasis_Eindhoven
Koningsdag_(Nederland),https://nl.wikipedia.org/wiki/Koningsdag_(Nederland)
Breakdown:_In_Your_House,https://nl.wikipedia.org/wiki/Breakdown:_In_Your_House
Contratenor,https://nl.wikipedia.org/wiki/Contratenor
"Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap","https://nl.wikipedia.org/wiki/Ministerie_van_Onderwijs,_Cultuur_en_Wetenschap"
Utrechtse_Studenten_Rugby_Society,https://nl.wikipedia.org/wiki/Utrechtse_Studenten_Rugby_Society
Christendom,https://nl.wikipedia.org/wiki/Christendom
Nelson_Mandela,https://nl.wikipedia.org/wiki/Nelson_Mandela
Langpootmuggen,https://nl.wikipedia.org/wiki/Langpootmuggen
Hogesnelheidslijn_Schiphol___Antwerpen,https://nl.wikipedia.org/wiki/Hogesnelheidslijn_Schiphol_-_Antwerpen
Belgischer_Rundfunk,https://nl.wikipedia.org/wiki/Belgischer_Rundfunk
Anneke_Krijnen,https://nl.wikipedia.org/wiki/Anneke_Krijnen
Franse_overzeese_departementen_en_regio's,https://nl.wikipedia.org/wiki/Franse_overzeese_departementen_en_regio%27s
Middelbaar_beroepsonderwijs,https://nl.wikipedia.org/wiki/Middelbaar_beroepsonderwijs
"Goede_tijden,_slechte_tijden","https://nl.wikipedia.org/wiki/Goede_tijden,_slechte_tijden"
Universiteit_van_Amsterdam,https://nl.wikipedia.org/wiki/Universiteit_van_Amsterdam
Evelien_De_Both,https://nl.wikipedia.org/wiki/Evelien_De_Both
TACAN,https://nl.wikipedia.org/wiki/TACAN
Central_Intelligence_Agency,https://nl.wikipedia.org/wiki/Central_Intelligence_Agency
Omzet,https://nl.wikipedia.org/wiki/Omzet
Orde_van_grootte,https://nl.wikipedia.org/wiki/Orde_van_grootte
Australaziatische_PGA_Tour,https://nl.wikipedia.org/wiki/Australaziatische_PGA_Tour
Tippelprostitutie,https://nl.wikipedia.org/wiki/Tippelprostitutie
Hubbleconstante,https://nl.wikipedia.org/wiki/Hubbleconstante
Basilica_van_Constantijn,https://nl.wikipedia.org/wiki/Basilica_van_Constantijn
Chris_Koolmees,https://nl.wikipedia.org/wiki/Chris_Koolmees
Conjunctuur,https://nl.wikipedia.org/wiki/Conjunctuur
BMW_Motorrad,https://nl.wikipedia.org/wiki/BMW_Motorrad
Vennootschap_onder_firma,https://nl.wikipedia.org/wiki/Vennootschap_onder_firma
INEOS,https://nl.wikipedia.org/wiki/INEOS
Freelance,https://nl.wikipedia.org/wiki/Freelance#Zelfstandige_zonder_personeel
Wegingscurves_A_en_C,https://nl.wikipedia.org/wiki/Wegingscurves_A_en_C
West_Berlijn,https://nl.wikipedia.org/wiki/West-Berlijn
Microsoft,https://nl.wikipedia.org/wiki/Microsoft
Nationaal_park_Tijuca,https://nl.wikipedia.org/wiki/Nationaal_park_Tijuca
Centraal_station,https://nl.wikipedia.org/wiki/Centraal_station
Oxycodon,https://nl.wikipedia.org/wiki/Oxycodon
Basisregistratie_Inkomen,https://nl.wikipedia.org/wiki/Basisregistratie_Inkomen
Bureau_voor_Normalisatie,https://nl.wikipedia.org/wiki/Bureau_voor_Normalisatie
Berg_(landvorm),https://nl.wikipedia.org/wiki/Berg_(landvorm)
Warmte_krachtkoppeling,https://nl.wikipedia.org/wiki/Warmte-krachtkoppeling
Platenspeler,https://nl.wikipedia.org/wiki/Platenspeler
Library_of_Congress,https://nl.wikipedia.org/wiki/Library_of_Congress
Kruidnagel,https://nl.wikipedia.org/wiki/Kruidnagel
Grote_brand_van_Valparaíso,https://nl.wikipedia.org/wiki/Grote_brand_van_Valpara%C3%ADso
Computerspel,https://nl.wikipedia.org/wiki/Computerspel
Joy_Lance_Mickels,https://nl.wikipedia.org/wiki/Joy-Lance_Mickels
AVRO,https://nl.wikipedia.org/wiki/AVRO
Berliner_Verkehrsbetriebe,https://nl.wikipedia.org/wiki/Berliner_Verkehrsbetriebe
UCI,https://nl.wikipedia.org/wiki/UCI
Westfalien,https://nl.wikipedia.org/wiki/Westfalien
Excommunicatie,https://nl.wikipedia.org/wiki/Excommunicatie
Swiebertje,https://nl.wikipedia.org/wiki/Swiebertje
Hoge_Raad_der_Nederlanden,https://nl.wikipedia.org/wiki/Hoge_Raad_der_Nederlanden
Sier_van_Rhijn,https://nl.wikipedia.org/wiki/Sier_van_Rhijn
Antiblokkeersysteem,https://nl.wikipedia.org/wiki/Antiblokkeersysteem
Universiteitsbibliotheek_van_Amsterdam,https://nl.wikipedia.org/wiki/Universiteitsbibliotheek_van_Amsterdam
Korps_Nationale_Reserve,https://nl.wikipedia.org/wiki/Korps_Nationale_Reserve
Organisatie_voor_Islamitische_Samenwerking,https://nl.wikipedia.org/wiki/Organisatie_voor_Islamitische_Samenwerking
Jaguar_Wright,https://nl.wikipedia.org/wiki/Jaguar_Wright
Rockstar_North,https://nl.wikipedia.org/wiki/Rockstar_North
Integrated_services_digital_network,https://nl.wikipedia.org/wiki/Integrated_services_digital_network
Cuba_(land),https://nl.wikipedia.org/wiki/Cuba_(land)
Fictie,https://nl.wikipedia.org/wiki/Fictie
Hollandsche_Beton_Maatschappij,https://nl.wikipedia.org/wiki/Hollandsche_Beton_Maatschappij
Kamer_van_Koophandel,https://nl.wikipedia.org/wiki/Kamer_van_Koophandel
Edinburgh,https://nl.wikipedia.org/wiki/Edinburgh
FIFA,https://nl.wikipedia.org/wiki/FIFA
